job_loss_article_headline,job_loss_article_url,job_loss_country_name,job_loss_date_accessed,job_loss_dates_mentioned,job_loss_entities_mentioned,job_loss_extracted_text,job_loss_id,job_loss_language,job_loss_numbers_mentioned,job_loss_publication_date,job_loss_publication_name,country,id
'\n John Lewis encouraging “hand me down” culture\n',https://fashionunited.uk/news/fashion/john-lewis-encouraging-hand-me-down-culture/2020030547822,United Kingdom,2020-10-24,"['2.2 years', 'just three months']",['Wrap'],"Recycling experts Wrap estimate that extending the average life of
clothes (2.2 years) by just three months of active use per item would lead
to a 5-10 percent reduction in each of the carbon, water and waste
footprints, and cut resource costs by 2 billion pounds.",3884,English,[],"'\nThursday, 05 March 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Green Story: The rise of resale culture\n',https://fashionunited.uk/news/fashion/green-story-the-rise-of-resale-culture/2020051348910,United Kingdom,2020-10-24,['every year'],['Secondhand'],"Secondhand shopping cuts down on fast fashion demands and decreases the
amount of clothes that end up in landfills every year.",3857,English,[],"'\nWednesday, 13 May 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n PFW: Wales Bonner presents SS21 with a digital film\n',https://fashionunited.uk/news/fashion/pfw-wales-bonner-presents-ss21-with-a-digital-film/2020100651241,United Kingdom,2020-10-24,[],"['Jermyn', 'Street', 'Augustus', 'Pablo']","Shirt-making is prominent in the collection, inspired by Jermyn Street
makers, and is manifested in the relaxed elegance of a cut dress shirt
inspired by Augustus Pablo, a Jamaican roots reggae and dub record
producer.",3809,English,[],"'\nTuesday, 06 October 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Collectiv3 describes the ideal post-pandemic fashion portfolio\n',https://fashionunited.uk/news/fashion/collectiv3-describe-the-ideal-post-pandemic-fashion-portfolio/2020073050126,United Kingdom,2020-10-24,[],['FashionUnited'],"So
FashionUnited decided to summarize their professional tips to serve as a
sort of check list for those designers furloughed or laid off,
contemplating an update of their books but unsure where to start, or the
graduates back living with their parents, hungry to kickstart their careers
when the industry opens up again.",3829,English,[],"'\nThursday, 30 July 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n NY-based HR expert launches mid-Covid career counseling services\n',https://fashionunited.uk/news/fashion/ny-based-hr-expert-launches-mid-covid-career-counseling-services/2020041448468,United Kingdom,2020-10-24,['recent weeks'],[],"Sometimes you need to get out to go up, he says, and encourages
those who have been furloughed or laid off in recent weeks, to use this
time to do some homework.",3873,English,[],"'\nTuesday, 14 April 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n How demand-driven fashion could clean up the industry\n',https://fashionunited.uk/news/fashion/how-demand-driven-fashion-could-clean-up-the-industry/2020070949766,United Kingdom,2020-10-24,[],"['Next', 'Duer']","So the company launched a “quick response” presale method
called Next by Duer in a bid to line up supply with demand and cut waste.",3839,English,[],"'\nThursday, 09 July 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n WHITE at the Side of Italian SMEs. The Project With Sicilian Region Starts: Focus on Sicily\n',https://fashionunited.uk/news/fashion/white-at-the-side-of-italian-smes-the-project-with-sicilian-region-starts-focus-on-sicily/2020021947582,United Kingdom,2020-10-24,[],['’s'],"
SpazioiF Functional bags that resist stereotypes: the rough cuts and stitching bring out the character of the leather, while the adaptable forms interact with the wearer’s body as they take on different shapes.",3889,English,[],"'\nWednesday, 19 February 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Discover the new BARTS SS21 swimwear collection\n',https://fashionunited.uk/news/fashion/discover-the-new-barts-ss21-swimwear-collection/2020081450339,United Kingdom,2020-10-24,[],['bralette'],"Successful fits such as the shaping one piece, the bralette and the cross-back top have been supplemented with new bikini bottom shapes such as the high waist briefs, the high cut briefs and the cheeky bums.",3832,English,[],"'\nFriday, 14 August 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Tailored Brands furloughs all US store employees\n',https://fashionunited.uk/news/fashion/tailored-brands-furloughs-all-us-store-employees/2020032648177,United Kingdom,2020-10-24,[],"['Tailored', 'Brands']","Tailored Brands added that the company will also implement tiered pay cuts for the CEO, executive vice presidents and senior vice presidents, for those who will be working full time during the period.",3870,English,[],"'\nThursday, 26 March 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Lyle and Scott launches first womenswear collection in 10 years\n',https://fashionunited.uk/news/fashion/lyle-and-scott-launches-first-womenswear-collection-in-10-years/2020030947866,United Kingdom,2020-10-24,[],"['spring', 'pink']","The 15-piece lifestyle collection focuses on creating a “perennial
wardrobe of good quality strong silhouettes for women” and for
spring/summer 2020 the range of “elevated basics” includes oversized fits
mixed with classic cuts in true black and optic whites, with pops of dusky
pink, all designed for an active lifestyle.",3881,English,[],"'\nMonday, 09 March 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Uniqlo becomes the latest brand to ban alpaca wool\n',https://fashionunited.uk/news/fashion/uniqlo-becomes-the-latest-brand-to-ban-alpaca-wool/2020071449851,United Kingdom,2020-10-24,[],[],"The animal rights organization had found a pattern of mistreatment
in several alpaca farms, and its investigation has inspired several
retailers to cut alpaca wool out of its offerings.",3843,English,[],"'\nTuesday, 14 July 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n BRC launches guidelines to ensure ‘vegan’ fashion items are 100 percent animal-free\n',https://fashionunited.uk/news/fashion/brc-launches-guidelines-to-ensure-vegan-fashion-items-are-100-percent-animal-free/2020020547359,United Kingdom,2020-10-24,[],"['BRC', 'vegan']","The BRC said companies should not only cut out the use of leather,
wool and natural silk in ‘vegan’ products, but they ensure that no animal
products are used in other components such as glues, dyes, and
chemicals.",3891,English,[],"'\nWednesday, 05 February 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Chloé and Fusalp collaborate on skiwear collection\n',https://fashionunited.uk/news/fashion/chloe-and-fusalp-collaborate-on-skiwear-collection/2020101551392,United Kingdom,2020-10-24,[],['Fusalp'],"The capsule has been developed by Fusalp and features a quilted
doudoune, a smocked jacket, fitted and high-waist boot cut pants,
colour-blocked knits and a ski suit with graphic contouring offering a
vintage athletic look to skiwear design.",3812,English,[],"'\nThursday, 15 October 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Victoria Beckham presents at London Fashion Week\n',https://fashionunited.uk/news/fashion/victoria-beckham-presents-at-london-fashion-week/2020021747550,United Kingdom,2020-10-24,[],"['Spice', 'Girls']","The catwalk was lit up by fluid black dresses worn with platform boots that
wouldn't have looked out of place on some of her former Spice Girls, a
small-checked culotte skirt brightened up by a yellow sweater and a turtleneck
sweater dress with diamonds cut out of the sleeves.",3892,English,[],"'\nMonday, 17 February 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Casablanca launches debut womenswear collection\n',https://fashionunited.uk/news/fashion/casablanca-launches-debut-womenswear-collection/2020081750360,United Kingdom,2020-10-24,[],['Casablanca'],"The collection the brand explains has been designed with the “Casablanca
woman in mind” with its classic pieces cut to the female form with new
fabrics and prints, which are unique to the range.",3830,English,[],"'\nMonday, 17 August 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n LFW: Burberry unveils SS21 with a conceptual show held deep in the forest\n',https://fashionunited.uk/news/fashion/lfw-burberry-unveils-ss21-with-a-conceptual-show-held-deep-in-the-forest/2020091750944,United Kingdom,2020-10-24,[],['trench'],"The collection was strong on outerwear, like a bi-coloured utility jacket, mixed fabric trench coats, light parkas, and razor cut leather coats.",3822,English,[],"'\nThursday, 17 September 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
"'\n In Paris, the catwalk makes way for merchandised fashion\n'",https://fashionunited.uk/news/fashion/in-paris-the-catwalk-makes-way-for-merchandised-fashion/2020022647712,United Kingdom,2020-10-24,[],[],"The fabric returned in the next look in a cape jacket and shorts, then again in a calf-length bias cut skirt.",3879,English,[],"'\nWednesday, 26 February 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n From Animal Crossing to esports: How fashion met gaming\n',https://fashionunited.uk/news/fashion/from-animal-crossing-to-esports-how-fashion-met-gaming/2020061149326,United Kingdom,2020-10-24,[],"['Baseball', '’s', 'Level', 'Major', 'League']","The German sportswear giant
partnered with Snapchat to launch an 8-bit game called ‘Baseball’s Next
Level’, inspired by old-school videogames and the start of the Major League
Baseball playoffs.",3851,English,[],"'\nThursday, 11 June 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Ready for the sneaker trend autumn with the new Converse fall collection\n',https://fashionunited.uk/news/fashion/ready-for-the-sneaker-trend-autumn-with-the-new-converse-fall-collection/2020101651438,United Kingdom,2020-10-24,[],[],"The high cut and the long, warm tongue do the rest.",3805,English,[],"'\nFriday, 16 October 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Pitti to stage haute couture show in September with Dolce &amp; Gabbana\n',https://fashionunited.uk/news/fashion/pitti-to-stage-haute-couture-show-in-september-with-dolce-gabbana/2020062949584,United Kingdom,2020-10-24,['1998'],['CNMI'],"The label cut ties with CNMI in 1998 following reported
disagreements with the association.",3852,English,[],"'\nMonday, 29 June 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Iris van Herpen and Ulyana Sergeenko shine on the first day of digital couture\n',https://fashionunited.uk/news/fashion/iris-van-herpen-and-ulyana-sergeenko-shine-on-the-first-day-of-digital-couture/2020070649713,United Kingdom,2020-10-24,[],"['van', 'Herpen']","The light-as-air gown is constructed with van Herpen’s signature plissé, delicately layered with branch-like anatomical arms, appliquéd with laser cut black duchesse on polyester.",3840,English,[],"'\nMonday, 06 July 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Casablanca launches debut womenswear collection\n',https://fashionunited.uk/news/fashion/casablanca-launches-debut-womenswear-collection/2020081750360,United Kingdom,2020-10-24,[],"['Dalmation', 'T']","The luxury label also used its Dalmation print in the women’s collection
in the form of a rosa T-shirt and cropped denim jacket, with matching
straight cut jeans.",3831,English,[],"'\nMonday, 17 August 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n 40 British luxury brands sign Walpole Sustainability manifesto\n',https://fashionunited.uk/news/fashion/40-british-luxury-brands-sign-walpole-sustainability-manifesto/2020021447510,United Kingdom,2020-10-24,[],[],"The pillars include tackling plastic packaging and circularity initiatives to extend product life and waste reduction to safeguard the environment, addressing carbon emissions, renewable energy usage, water consumptions and discharge of chemicals.",3895,English,[],"'\nFriday, 14 February 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n PFW AW20: Felipe Oliveira Baptista’s debut Kenzo collection\n',https://fashionunited.uk/news/fashion/pfw-aw20-felipe-oliveira-baptista-s-debut-kenzo-collection/2020022747721,United Kingdom,2020-10-24,[],"['trompe', 'Japanese', 'kimono']","There is a fluidity in the collection, from the nature-inspired colours
and patterns including a camouflage print that was created from a
trompe-l’oeil of roses to the combination of Japanese inspired flat kimono
shapes combined with Parisian cuts to create silhouettes that allowed
freedom of movement, highlighted by the parkas that “spread out like
wings”.",3883,English,[],"'\nThursday, 27 February 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n The future of fashion: Hybrid pieces\n',https://fashionunited.uk/news/fashion/the-future-of-fashion-hybrid-pieces/2020101251341,United Kingdom,2020-10-24,[],[],The result is a dress that can be cut in half and transformed into a multi-layer skirt.,3810,English,['half'],"'\nMonday, 12 October 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Givenchy debuts first collection under Matthew Williams\n',https://fashionunited.uk/news/fashion/givenchy-debuts-first-collection-under-matthew-williams/2020100551210,United Kingdom,2020-10-24,[],[],"The same precision applied to embossed leather envelope bags and a capelet, squarely cut in its severity, seen on both men and women.",3808,English,[],"'\nMonday, 05 October 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Asics launches new line of eco-friendly running shoes\n',https://fashionunited.uk/news/fashion/asics-launches-new-line-of-eco-friendly-running-shoes/2020042848673,United Kingdom,2020-10-24,"['July 2020', '2021', 'annual']",['July'],"These sustainable shoe boxes will expand sequentially from July 2020,
and will be switched in 2021, to help the sportswear brand cut its annual
CO2 emissions by approximately 1,200 metric tons.",3868,English,[],"'\nTuesday, 28 April 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Thousands of Czech women join forces to sew face masks\n',https://fashionunited.uk/news/fashion/thousands-of-czech-women-join-forces-to-sew-face-masks/2020031848048,United Kingdom,2020-10-24,[],[]," The technique is relatively straightforward: people typically sew together
specially cut pieces of clean bed sheets folded three times and then fit them
with strings to tie up around the back of the head.",3887,English,['three'],"'\nWednesday, 18 March 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Anthony Joshua collaborates with Boss\n',https://fashionunited.uk/news/fashion/anthony-joshua-collaborates-with-boss/2020090250681,United Kingdom,2020-10-24,[],"['knitwear', 'jersey']","The T-shirts and sweatshirts are offered in a relaxed fit, while the
knitwear pieces and jersey pants are cut closer to the body to create a
streamlined silhouette.",3825,English,[],"'\nWednesday, 02 September 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Asos scales up augmented reality to support social distancing\n',https://fashionunited.uk/news/fashion/asos-scales-up-augmented-reality-to-support-social-distancing/2020050548773,United Kingdom,2020-10-24,['each week'],"['AR', 'Asos']","The use of the AR technology means that Asos can offer customers a
simulated view of up to 500 products each week on six real-life models, as
it digitally maps each product onto the model in a realistic way, taking
account of the size, cut and fit of each garment.",3861,English,"['500', 'six']","'\nTuesday, 05 May 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n LFW AW20: MM6 Maison Margiela unveils outerwear collaboration\n',https://fashionunited.uk/news/fashion/lfw-aw20-mm6-maison-margiela-unveils-outerwear-collaboration/2020022047606,United Kingdom,2020-10-24,[],"['Denali', 'fleece', 'Nuptse', 'Mountain', 'Kaban']","The zippered Denali jacket has been lengthened into a coat dress and
shortened as a sweater, each cut in a cosy, pre-washed recycled fleece,
while a triple-zipper system allows for fully adjustable sleeves and
armholes, and the original fastenings allow the Denali and Nuptse styles to
zip directly into the Mountain Kaban.",3894,English,[],"'\nThursday, 20 February 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Lee Jeans to display sustainable platform at Selfridges \n',https://fashionunited.uk/news/fashion/lee-jeans-to-display-sustainable-platform-at-selfridges/2020091750940,United Kingdom,2020-10-24,[],"['Crystal', 'Clear', 'eco']","This range consists of a collection that is manufactured and designed using a variety of systems, such as a low waste Crystal Clear foam dyeing process that cuts salt-use, saves water and uses eco-friendly chemicals.",3820,English,[],"'\nThursday, 17 September 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Normcore vs. Logomania. Which direction should you go?\n',https://fashionunited.uk/news/fashion/normcore-vs-logomania-which-direction-should-you-go/2020071649877,United Kingdom,2020-10-24,[],"['classic', 'navy', 'unisex']","Though colorful and striped versions are prominent at present, keep future
buys classic - navy, oversized cuts that tie into the unisex aesthetic.",3847,English,[],"'\nThursday, 16 July 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Lost Stock initiative launched to aid Bangladeshi workers\n',https://fashionunited.uk/news/fashion/lost-stock-initiative-launched-to-aid-bangladeshi-workers/2020060449210,United Kingdom,2020-10-24,[],"['Lost', 'Stock', 'Bangladesh', 'NGO', 'SAJIDA', 'Foundation', 'PPE']","To be transparent in how the initiative works, Lost Stock has provided a
price breakdown to show to consumers exactly where the cost of a Lost Stock
box goes, with 37 percent of the retail price donated to its charity
partner, Bangladesh NGO SAJIDA Foundation, which will supply food and other
goods to clothing workers hit by layoffs and unpaid wages, as well as
provide PPE kits and install portable hand washing devices.",3866,English,[],"'\nThursday, 04 June 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
"'\n Monki announces its limited, upcycled denim collection\n'",https://fashionunited.uk/news/fashion/monki-announces-its-limited-upcycled-denim-collection/2020090850777,United Kingdom,2020-10-24,[],[],"To start, the remaining organic cotton denim fabrics are handpicked by the production team and then the new pattern is cut out of the remainders of these garments.",3818,English,[],"'\nTuesday, 08 September 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n 30 percent of global fashion businesses will not survive the crisis\n',https://fashionunited.uk/news/fashion/30-percent-of-global-fashion-businesses-will-not-survive-the-crisis/2020051948991,United Kingdom,2020-10-24,[],[],unemployment could reach 25 percent of the working population is daunting.,3860,English,[],"'\nTuesday, 19 May 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n EU ‘Reimagine Fashion’ competition names semi-finalists\n',https://fashionunited.uk/news/fashion/eu-reimagine-fashion-competition-names-semi-finalists/2020050648789,United Kingdom,2020-10-24,['the age of 50'],['Portugal'],"Vintage for a Cause (Portugal) - a collaborative upcycling platform that
empowers women over the age of 50 in long term unemployment.",3856,English,[],"'\nWednesday, 06 May 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Slow fashion label Asket: “We are almost anti-fashion”\n',https://fashionunited.uk/news/fashion/slow-fashion-label-asket-we-are-almost-anti-fashion/2020082550497,United Kingdom,2020-10-24,['April/May'],"['April', 'May']","We had to actively intervene, cut our budget by 50 percent and reduce
working hours; one employee even had to be let go, but the situation
recovered relatively well by April/May.",3834,English,['one'],"'\nTuesday, 25 August 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Normcore vs. Logomania. Which direction should you go?\n',https://fashionunited.uk/news/fashion/normcore-vs-logomania-which-direction-should-you-go/2020071649877,United Kingdom,2020-10-24,[],[],"Well cut white tees, polo shirts and tank tops should all be promoted
within your basics range.",3846,English,[],"'\nThursday, 16 July 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
"""\n Black Alpaca wool - the 'Dom Pérignon' of natural fibres\n""",https://fashionunited.uk/news/fashion/black-alpaca-wool-the-dom-perignon-of-natural-fibres/2020102151490,United Kingdom,2020-10-24,[],[],"""We sought out to cut out the middle man - who may exploit the herder and set up a business model based on direct trade.""",3806,English,[],"'\nWednesday, 21 October 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n PFW: Louis Vuitton closes with a political statement and genderless looks\n',https://fashionunited.uk/news/fashion/pfw-louis-vuitton-closes-with-a-political-statement-and-genderless-looks/2020100751278,United Kingdom,2020-10-24,[],[]," ""What cut might dissolve the masculine and the feminine?""",3813,English,[],"'\nWednesday, 07 October 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n STF Incubator &amp; Makerspace: Where the fashion start-up scene meets\n',https://fashionunited.uk/news/fashion/stf-incubator-makerspace-where-the-fashion-start-up-scene-meets/2020091750933,United Kingdom,2020-10-24,[],"['CAD', 'STF']","Whether a waterproof welded seam is required for a tent or a complex pattern for a rucksack needs to be cut out under CAD control, the STF has the right industrial machines and professional advice.",3821,English,[],"'\nThursday, 17 September 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Product as mood boost: how collective mindset influences macro trends\n',https://fashionunited.uk/news/fashion/product-as-mood-boost-how-collective-mindset-influences-macro-trends/2020101351356,United Kingdom,2020-10-24,[],[],"While high unemployment rates and an impending recession are causing many consumers to tighten their belts on spending, there still remains a value proposition for brands looking to capture consumer attention—the mood boost.",3811,English,[],"'\nTuesday, 13 October 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
"""\n Will digital showrooms save fashion's wholesale brands?\n""",https://fashionunited.uk/news/fashion/will-digital-showrooms-save-fashion-s-wholesale-brands/2020042948703,United Kingdom,2020-10-24,['fashion weeks'],[],"With canceled fashion weeks, showrooms are expecting a drop in retailer attendance, leaving many brands to cut budget forecasts and look for novel possibilities to sell.",3877,English,[],"'\nWednesday, 29 April 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
"""\n Will digital showrooms save fashion's wholesale brands?\n""",https://fashionunited.uk/news/fashion/will-digital-showrooms-save-fashion-s-wholesale-brands/2020042948703,United Kingdom,2020-10-24,[],[],"Without the ability to touch garments, to physically see the cut of the cloth on the body, how fabric responds to movement, how various garments can be curated together as looks and, perhaps most importantly, how the quality is executed, shows the inherent drawbacks of digital fashion.",3878,English,[],"'\nWednesday, 29 April 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
'\n Cos announces new capsule dedicated to white T-shirts\n',https://fashionunited.uk/news/fashion/cos-announces-new-capsule-dedicated-to-white-t-shirts/2020031247947,United Kingdom,2020-10-24,[],['T'],"Women's styles include a shaped T-shirt made from one unique cut
with no shoulder seam for a lightweight flow effect, a twisted T-shirt
with incorporates different sleeve constructions for a distorted
shape, a relaxed T-shirt with a traditional cut and sew technique and
a regular-fit T-shirt designed to be the iconic essential t-shirt.",3885,English,['one'],"'\nThursday, 12 March 2020\t'",Fashion United Fashion - United Kingdom,United Kingdom,1
"'\n In the U.S., sales of clothing and accessories are down 50 percent\n'",https://fashionunited.uk/news/retail/in-the-u-s-sales-of-clothing-and-accessories-are-down-50-percent/2020042148576,United Kingdom,2020-10-24,['May'],"['Fast', 'Company', 'May']","According to Fast Company, “analysts believe that consumer spending on fashion is going to decline even further, if lockdown orders continue into May (or longer) and unemployment figures keep rising.",3956,English,[],"'\nTuesday, 21 April 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n Debenhams to file for administration\n',https://fashionunited.uk/news/retail/debenhams-to-file-for-administration/2020040648335,United Kingdom,2020-10-24,[],[],"After multiple outlet closures and layoffs, the company currently operates 141 stores and employs 22,000 staff.",3950,English,"['141', '22,000']","'\nMonday, 06 April 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"'\n Businesses to get 1,000 pounds per furloughed employee returning to work\n'",https://fashionunited.uk/news/retail/businesses-to-get-1-000-pounds-per-furloughed-employee-returning-to-work/2020070849760,United Kingdom,2020-10-24,[],"['Kickstart', 'Scheme']","
A new 2 billion pound Kickstart Scheme was also announced that will pay employers to create new jobs for any 16 to 24-year-old at risk of long-term unemployment.",3938,English,['16'],"'\nWednesday, 08 July 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"'\n As UK stores reopen, 15 billion pounds of inventory must be sold \n'",https://fashionunited.uk/news/retail/as-uk-stores-reopen-15-billion-pounds-of-inventory-must-be-sold/2020061549369,United Kingdom,2020-10-24,['April'],"['April', 'UK', '’s', 'GDP']",April saw the UK’s GDP tumble by more than 20 per cent and analysts warn that up to 4.5million could lose their jobs.,3935,English,['more than 20'],"'\nMonday, 15 June 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"'\n The state of the UK high street sees John Lewis, Harrods and Arcadia battle store closures and job losses\n'",https://fashionunited.uk/news/retail/the-state-of-the-uk-high-street-sees-john-lewis-harrods-and-arcadia-battle-store-closures-and-job-losses/2020070249662,United Kingdom,2020-10-24,['June'],"['June', 'Harrods', 'John', 'Lewis', 'Arcadia', 'Covid-19']","As June’s sales data across the retail sector slowly trickles in, companies like Harrods, John Lewis and Arcadia are confirming layoffs, store closures and other measures to cope with the impact of Covid-19.",3939,English,[],"'\nThursday, 02 July 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n Harrods shuts its doors over coronavirus\n',https://fashionunited.uk/news/retail/harrods-shuts-its-doors-over-coronavirus/2020032048094,United Kingdom,2020-10-24,[],"['Harrods', 'AFP']","
A spokeswoman for Harrods told AFP that the store's 5,000 staff would keep
their jobs despite the closure, saying: ""Nobody is being laid off.""",3951,English,"['5,000']","'\nFriday, 20 March 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n UK consumer spending sees first rise in clothing and footwear in two years\n',https://fashionunited.uk/news/retail/uk-consumer-spending-sees-first-rise-in-clothing-and-footwear-in-two-years/2020082050428,United Kingdom,2020-10-24,[],"['’s', 'furlough']","At the same time, the winding down of the government’s furlough scheme is likely to push up unemployment and, combined with weaker pay trends, could hinder any future rises in household consumption.”",3932,English,[],"'\nThursday, 20 August 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n Primark sales to surpass 2 billion pounds after lockdown surge\n',https://fashionunited.uk/news/retail/primark-sales-to-surpass-2bn-pounds-after-lockdown-surge/2020090750753,United Kingdom,2020-10-24,['March'],"['pandemic', 'Primark', 'UK', 'March']","
At the start of the pandemic Primark was one of the first retailers to halt orders and cut production when it was forced to close its 189 UK stores back in March.",3896,English,"['one', '189']","'\nMonday, 07 September 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n Has the pandemic spurned the end of experiential retailing?\n',https://fashionunited.uk/news/retail/has-the-pandemic-spurned-the-end-of-experiential-retailing/2020052249047,United Kingdom,2020-10-24,[],[],"But analysts say many of those efforts are now impractical or unsafe, requiring an overhaul that could ultimately make the shopping experience less enjoyable and further cut into an already weak retail environment.",3958,English,[],"'\nFriday, 22 May 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n War on plastic: Cost of plastic bags to double in UK\n',https://fashionunited.uk/news/retail/war-on-plastic-cost-of-plastic-bags-to-double-in-uk/2020090150661,United Kingdom,2020-10-24,[],[],"But we want to go further by extending this to all
retailers so we can continue to cut unnecessary waste and build back
greener.",3930,English,[],"'\nTuesday, 01 September 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"""\n A 'virtual Bond Street' sees digital take the lead as physical stores are temporarily closed\n""",https://fashionunited.uk/news/retail/a-virtual-bond-street-sees-digital-take-the-lead-as-physical-stores-are-temporarily-closed/2020032048086,United Kingdom,2020-10-24,[],[],"“By working together, we will have a bigger platform to cut through the uncertainty, with the message being: you may not be able to get to the shops, but you can still support your favourite brands online.”",3952,English,[],"'\nFriday, 20 March 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"""\n All CapitaLand's Chinese malls reopen\n""",https://fashionunited.uk/news/retail/all-capitaland-s-chinese-malls-reopen/2020040648347,United Kingdom,2020-10-24,['months'],"['China', 'coronavirus']","
China has also seen layoffs and salary cuts after the economic fallout from
coronavirus where so much of the country was on lockdown for months.",3949,English,[],"'\nMonday, 06 April 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n Debenhams to appeal rates increase at Swansea store\n',https://fashionunited.uk/news/retail/debenhams-to-appeal-rates-increase-at-swansea-store/2020082550500,United Kingdom,2020-10-24,[],['Debenhams'],"Debenhams has reportedly achieved rent cuts of up to 70 percent to date
across its estate of 124 stores.",3924,English,['124'],"'\nTuesday, 25 August 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"'\n The state of the UK high street sees John Lewis, Harrods and Arcadia battle store closures and job losses\n'",https://fashionunited.uk/news/retail/the-state-of-the-uk-high-street-sees-john-lewis-harrods-and-arcadia-battle-store-closures-and-job-losses/2020070249662,United Kingdom,2020-10-24,[],[],"Despite the easing of social distancing and reopening of non-essential retailers, stores ranging from small boutiques to country-wide department store groups are threatened with shop closures and job losses as consumer spending remains low and costs and inventory high.",3943,English,[],"'\nThursday, 02 July 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n ThredUp: Resale market forecasted to reach 64 billion dollars in the next 5 years\n',https://fashionunited.uk/news/retail/thredup-resale-market-forecasted-to-reach-64-billion-dollars-in-the-next-5-years/2020062449512,United Kingdom,2020-10-24,['the next 12\nmonths'],[],"Due to the economic
uncertainty brought about by the aftermath of the pandemic, consumer
mindsets will shift in a ‘thrifty’ direction, with four in five people
saying they are open to shopping secondhand when money gets tight, 79
percent of consumers planning to cut their apparel budget in the next 12
months and two in three people who have never previously sold their clothes
now being open to it.",3944,English,"['four', 'five', 'two', 'three']","'\nWednesday, 24 June 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
